"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.15","0.96","0.15","267","51","64","285","0.68","1.2","1.34"
"1.3","1.51","0.97","277","86","62","282","-0.08","1.24","0.76"
"1.17","1.99","1.22","284","89","64","356","0.1","1.2","0.89"
"1.11","0.78","-0.21","283","40","66","264","0.85","1.18","1.53"
"0.75","0.54","-1.3","314","27","73","276","0.78","0.98","1.75"
"1.02","1.02","0.06","266","47","89","262","1.84","2.22","1.61"
"0.83","0.92","-0.39","341","61","68","263","-0.13","0.94","0.97"
"0.82","1.17","-0.06","290","74","54","315","-0.83","0.64","0.87"
"1.08","0.88","-0.08","354","43","65","265","0.81","1.13","1.54"
"1.33","1.55","1.04","275","76","69","293","0.75","1.55","1.08"
