"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.18","1.19","0.49","285","66","80","284","1.06","1.91","1.09"
"1.13","1.07","0.28","265","62","55","283","0.01","0.89","1.12"
"0.73","1.09","-0.34","282","71","83","356","0.16","1.27","0.88"
"1.08","0.98","0.08","354","53","76","275","1.01","1.55","1.3"
"0.84","0.83","-0.52","263","47","76","277","0.68","1.21","1.32"
"1.28","1.02","0.39","264","48","78","262","1.57","1.93","1.55"
"1.07","0.93","-0.01","267","64","55","266","-0.37","0.85","0.92"
"1.5","0.89","0.42","276","64","40","315","-0.59","0.77","0.87"
"0.7","0.55","-1.38","314","55","83","290","-0.21","1.23","0.7"
"0.83","0.91","-0.41","341","57","84","293","0.72","1.54","1.07"
