"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"0.94","0.98","-0.12","263","60","86","284","0.99","1.85","1.07"
"0.92","1.23","0.18","356","68","61","283","-0.11","0.86","1.08"
"1.21","0.95","0.2","267","60","54","354","-0.02","0.94","1.05"
"1.18","1.34","0.65","277","64","62","264","0.59","1.14","1.33"
"0.8","1.27","0.02","282","51","68","276","0.7","0.92","1.76"
"0.78","0.9","-0.52","341","41","94","262","1.86","2.16","1.68"
"0.83","0.71","-0.77","315","51","68","266","-0.09","0.94","1"
"1.32","1.47","0.95","275","86","32","314","-1.43","0.5","0.74"
"1.28","1.09","0.49","285","56","58","265","0.55","1.1","1.33"
"0.76","1.17","-0.17","290","66","86","293","0.69","1.49","1.08"
