"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.23","0.8","-0.02","263","45","54","285","0.36","0.97","1.32"
"0.99","1.02","0.01","267","69","58","283","-0.44","0.85","0.86"
"0.67","0.96","-0.64","290","73","87","356","-0.01","1.36","0.73"
"1.16","1.13","0.39","282","43","60","264","1.09","1.07","1.98"
"0.94","1.29","0.28","284","60","73","276","0.78","1.22","1.41"
"1.29","1.55","1.01","275","80","83","262","1.18","2.32","0.98"
"0.77","0.52","-1.33","314","52","76","266","-0.36","1.1","0.71"
"0.82","1.82","0.58","277","93","69","315","-0.65","0.95","0.67"
"0.9","0.32","-1.8","341","19","68","265","0.61","1.03","1.48"
"1.1","1.12","0.3","354","64","72","293","0.62","1.4","1.1"
