"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.22","1.57","0.94","293","82","62","284","0.11","1.19","0.91"
"1.36","1.04","0.5","265","59","60","282","0.52","1.23","1.17"
"0.88","2.21","0.96","262","83","74","354","0.55","1.18","1.24"
"0.72","1.12","-0.31","266","57","89","275","1.05","1.57","1.31"
"0.78","1.21","-0.09","356","72","90","277","0.77","1.79","0.95"
"1.68","1.38","1.21","276","79","42","267","-0.34","0.9","0.88"
"0.63","1.06","-0.59","315","61","78","263","0.09","0.95","1.12"
"2.27","1.12","1.35","264","78","18","314","-1.59","0.44","0.75"
"1.56","1.04","0.7","285","80","40","290","-0.92","0.81","0.66"
"0.93","0.87","-0.3","283","62","23","341","-2.17","0.25","0.89"
