"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.5","1.12","0.75","276","64","54","285","0.37","1.17","1.11"
"1.02","1.2","0.29","284","73","57","283","-0.32","0.87","0.92"
"0.68","0.96","-0.61","266","71","86","356","0.09","1.36","0.78"
"1.1","1.04","0.2","354","38","62","264","1.21","1.07","2.17"
"1.19","1.35","0.69","293","79","76","277","0.56","1.68","0.88"
"1.47","1.02","0.59","265","66","46","267","-0.2","0.92","0.95"
"1.1","1.11","0.28","282","67","58","263","-0.09","0.95","0.99"
"1.08","2.4","1.38","262","95","40","314","-1.16","0.55","0.82"
"1.12","1.41","0.66","275","88","53","290","-0.85","0.84","0.67"
"0.72","0.85","-0.72","315","61","34","341","-1.91","0.3","0.89"
