"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.25","1.54","0.95","277","73","63","285","0.58","1.25","1.2"
"1.18","2","1.24","284","90","63","282","0.07","1.19","0.88"
"0.77","0.63","-1.04","314","44","68","354","-0.05","0.88","1.1"
"1.01","0.99","0","263","55","81","275","1.03","1.68","1.22"
"1.85","1.19","1.14","264","49","43","276","0.86","1.03","1.77"
"0.88","1.27","0.17","356","69","64","267","0","0.9","1.11"
"1.58","1.24","0.97","265","72","44","266","-0.13","0.92","0.99"
"1.08","0.72","-0.36","283","56","45","315","-0.82","0.65","0.86"
"0.86","0.94","-0.31","341","69","72","290","-0.17","1.1","0.81"
"1.52","2.29","1.8","262","87","65","293","0.83","1.62","1.1"
