atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Neymar,Neymar,63007,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,10.02,Neymar da Silva Santos Júnior,0.0,4,21.85,21,neymar,3,0.0,1.0,6.0,,,,6.0,12.0,8.0,11.0,40.0,,6.0,,,7.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,4.1,Rafael Toloi,0.0,3,6.92,21,rafael-toloi,5,0.0,,3.0,,,,11.0,8.0,1.0,1.0,3.0,,,,,,,,,2.0,
Marcos Rocha,M. Rocha,63013,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,4,0.8,Marcos Luis Rocha Aquino,0.0,2,5.95,21,marcos-rocha,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,14,3.2,Edenílson Andrade dos Santos,0.0,4,6.15,21,edenilson,7,0.0,2.0,1.0,,,,6.0,10.0,2.0,2.0,4.0,,3.0,,,1.0,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,7.75,Rodrigo Modesto da Silva Moledo,0.0,3,7.4,21,rodrigo-moledo,6,0.0,,,,,,1.0,,,,2.0,,1.0,,,,,,,1.0,
Alan Patrick,A. Patrick,68685,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,16,3.98,Alan Patrick Lourenço,6.8,4,7.98,21,alan-patrick,2,0.84,,1.0,,,,12.0,6.0,2.0,12.0,25.0,,3.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,2.45,Carlos Eduardo de Oliveira Alves,0.5,4,5.5,21,eduardo,7,-0.2,,1.0,1.0,,,8.0,10.0,2.0,5.0,9.0,,2.0,,,,,,,,
Rafael Santos,R. Santos,68822,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,3.75,Rafael de Carvalho Santos,0.0,1,4.94,21,rafael-santos,6,0.0,,,,20.0,,,,,,,,,,11.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,8.9,Marcelo Lomba do Nascimento,0.0,1,7.08,21,marcelo-lomba,6,0.0,,,,3.0,,,,,,,,,,,,,,,1.0,
Dudu,Dudu,68920,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,2.57,Eduardo Pereira Rodrigues,0.0,5,6.16,21,dudu,6,0.0,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,20,3.46,Rafael Pires Monteiro,0.0,1,7.89,21,rafael,7,0.0,,1.0,,55.0,,,,,,3.0,,,,23.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,12,1.85,Giovanni Augusto Oliveira Cardoso,0.0,4,4.26,21,giovanni-augusto,6,0.0,1.0,1.0,,,,7.0,7.0,2.0,,15.0,,,,,1.0,,,,,
Marinho,Marinho,68952,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,6,1.75,Mário Sérgio Santos Costa,0.0,5,4.73,21,marinho,6,0.0,,,,,,4.0,2.0,1.0,2.0,5.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,19,2.55,Willian José da Silva,0.0,5,7.36,21,willian-jose,6,-0.19,2.0,,,,,3.0,12.0,5.0,7.0,4.0,1.0,3.0,,,,,1.0,1.0,,
Santos,Santos,69012,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,19,4.25,Aderbar Melo dos Santos Neto,9.7,1,9.22,21,santos,3,0.04,,2.0,,49.0,,,,,,2.0,,,,17.0,,,,,7.0,
Allan,Allan,69140,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,2.03,Allan Marques Loureiro,0.0,4,4.48,21,allan,5,0.0,,3.0,,,,15.0,11.0,,2.0,5.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,4.54,Gabriel Armando de Abreu,0.0,3,8.97,21,gabriel-paulista,7,0.0,,3.0,,,,16.0,13.0,1.0,9.0,9.0,,1.0,,,,,,,6.0,
Danilo,Danilo,69783,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,1.4,Danilo Luiz da Silva,1.5,3,5.3,21,danilo,6,-0.56,,,1.0,,,4.0,3.0,,1.0,1.0,,,,,,,,,1.0,
Lucas Moura,L. Moura,70164,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,2.32,Lucas Rodrigues Moura da Silva,0.0,4,7.5,21,lucas-moura,5,0.0,1.0,,,,,,5.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,15,1.04,Eduardo Colcenti Antunes,0.0,5,4.21,21,eduardo-sasha,6,0.0,,,,,,5.0,1.0,6.0,5.0,11.0,,,,,3.0,,2.0,,,
Gabriel,Gabriel,70449,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,0.9,Gabriel Vasconcelos Ferreira,0.0,1,5.02,21,gabriel,6,0.0,,,,4.0,,,,,,1.0,,,,8.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,14,3.26,Felipe Anderson Pereira Gomes,0.0,4,7.57,21,felipe-anderson,6,0.0,1.0,1.0,,,,14.0,8.0,1.0,4.0,5.0,,2.0,,,,,,,,
Marllon,Marllon,70666,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,20,2.67,Marllon Gonçalves Jerônimo Borges,-3.0,3,4.62,21,marllon,7,-0.68,,3.0,,,,25.0,11.0,,2.0,11.0,,1.0,1.0,,,,,,2.0,
Bruno Henrique,B. Henrique,70944,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,18,1.81,Bruno Henrique Corsini,0.2,4,3.8,21,bruno-henrique,7,-0.26,1.0,,,,,12.0,20.0,4.0,10.0,6.0,,,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,5.02,Leonardo da Silva Vieira,0.0,1,6.82,21,leo-vieira,5,0.0,,1.0,,71.0,,,,,,4.0,,,,23.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,16,4.39,Thiago Henrique Mendes Ribeiro,0.0,4,7.83,21,thiago-mendes,7,0.0,1.0,6.0,,,,11.0,13.0,3.0,5.0,38.0,,4.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,13,2.08,Maicon Pereira Roque,0.0,3,4.14,21,maicon,6,0.0,,,1.0,,,7.0,5.0,,,4.0,,,,,,1.0,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,13,3.55,Luiz Gustavo Dias,0.0,4,6.43,21,luiz-gustavo,6,0.0,,2.0,,,,10.0,13.0,5.0,3.0,19.0,1.0,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,17,4.89,Weverton Pereira da Silva,0.0,1,7.67,21,weverton,6,0.0,1.0,1.0,,45.0,2.0,,,,,5.0,,,,20.0,,1.0,,,5.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,19,4.71,Gustavo Raúl Gómez Portillo,6.5,3,10.56,21,gustavo-gomez,7,0.38,1.0,,,,,14.0,16.0,1.0,9.0,3.0,,3.0,,,6.0,,,,7.0,
Gabriel Pires,G. Pires,71898,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,21,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,12,6.09,Tiago Luis Volpi,0.0,1,10.55,21,tiago-volpi,7,0.0,,,,33.0,,,,,,,,2.0,,11.0,,,,,5.0,
Thomazella,Thomazella,72279,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.3,Carlos Eduardo Lecciolle Thomazella,0.3,1,1.93,21,thomazella,6,-0.07,,,,1.0,,,,,,,,,,1.0,,,,,,
Everson,Everson,72294,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,20,4.45,Everson Felipe Marques Pires,0.0,1,9.54,21,everson,7,0.0,1.0,,,66.0,,,,,,6.0,,,,25.0,,,,,4.0,
Fernando Diniz,F. Diniz,72391,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,14,5.58,Fernando Diniz Silva,5.09,6,9.16,21,fernando-diniz,7,0.17,,,,,,,,,,,,,,,,,,,,5.0
Bernard,Bernard,72460,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,3.04,Bernard Anício Caldeira Duarte,0.0,4,4.82,21,bernard,7,0.0,3.0,,,,,14.0,10.0,1.0,3.0,15.0,,1.0,,,3.0,,,,,
Alex Telles,A. Telles,72493,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,15,4.11,Alex Nicolao Telles,0.0,2,10.07,21,alex-telles,7,0.0,3.0,4.0,,,,16.0,19.0,,6.0,5.0,,2.0,,,,1.0,,,2.0,
Vitor Hugo,V. Hugo,72605,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,7,3.86,Vitor Hugo Franchescoli de Souza,0.0,3,6.67,21,vitor-hugo,6,0.0,,1.0,,,,5.0,2.0,,2.0,3.0,,1.0,,,,,,,2.0,
Mercado,Mercado,72951,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,13,3.84,Gabriel Iván Mercado,4.0,3,6.38,21,mercado,7,0.16,,5.0,,,,20.0,14.0,1.0,2.0,7.0,,1.0,,,1.0,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,4.04,Daniel Fortunato Borges,0.0,2,5.75,21,daniel-borges,6,0.0,,,,,,6.0,3.0,1.0,3.0,7.0,,,,,,,,,1.0,
Samuel Xavier,S. Xavier,73384,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,13,4.03,Samuel Xavier Brito,12.4,2,9.21,21,samuel-xavier,6,2.0,,3.0,,,,20.0,15.0,2.0,2.0,22.0,,,,,1.0,,,,3.0,
Carrillo,Carrillo,77485,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,16,1.5,André Martín Carrillo Díaz,3.2,4,4.61,21,carrillo,6,-0.08,1.0,3.0,,,,16.0,24.0,,3.0,6.0,,,,,1.0,,,,,
Cédric Soares,C. Soares,77656,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,0.94,Cédric Ricardo Alves Soares,0.0,2,3.73,21,cedric-soares,6,0.0,,1.0,,,,5.0,2.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,1.52,João Felipe Schmidt Urbano,0.0,4,4.61,21,joao-schmidt,6,0.0,,1.0,,,,10.0,13.0,,2.0,4.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,4.04,Everaldo Stum,0.0,5,6.29,21,everaldo,6,0.0,,2.0,,,,10.0,13.0,3.0,6.0,16.0,1.0,4.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,16,3.69,Gustavo Henrique Vernes,0.0,3,8.41,21,gustavo-henrique,7,0.0,,3.0,,,,15.0,17.0,4.0,9.0,7.0,,,,,,1.0,,,6.0,
Vitinho,Vitinho,78435,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,0.0,5,5.06,21,vitinho,5,0.0,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,13,5.97,Renê Rodrigues Martins,9.2,2,10.35,21,rene,6,0.82,2.0,1.0,,,,31.0,9.0,3.0,2.0,9.0,,,,,,,,,3.0,
Willian Arão,W. Arão,78478,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,13,3.07,Willian Souza Arão da Silva,0.0,4,6.31,21,willian-arao,7,0.0,,1.0,,,,25.0,5.0,,,4.0,1.0,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,3.17,Gabriel Girotto Franco,0.0,4,5.17,21,gabriel,7,0.0,,5.0,,,,22.0,13.0,5.0,2.0,8.0,,2.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,15,2.71,Reinaldo Manoel da Silva,7.0,2,8.75,21,reinaldo,7,0.29,3.0,5.0,,,,9.0,11.0,2.0,10.0,10.0,,,,,,,,,1.0,
Thiago Santos,T. Santos,78855,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,14,3.22,Thiago dos Santos,0.1,3,4.11,21,thiago-santos,2,-1.01,,5.0,,,,14.0,15.0,2.0,1.0,11.0,,,,,,,,,5.0,
Alex Muralha,A. Muralha,79066,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,21,alex-muralha,5,0.0,,1.0,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,1.13,Germán Ezequiel Cano,2.0,5,4.07,21,cano,6,-0.05,,,,,,,,3.0,4.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,14,0.19,Lucas Silva Borges,0.0,4,3.22,21,lucas-silva,2,0.0,,5.0,,,,5.0,8.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,2.43,Saúl Ñíguez Esclapez,0.0,4,6.28,21,saul,6,0.0,1.0,,,,,7.0,3.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,14,3.06,Jadson Alves dos Santos,5.2,4,5.36,21,jadson,7,-0.02,1.0,5.0,,,,26.0,17.0,,1.0,16.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,20,2.23,Glaybson Yago Souza Lisboa,0.0,4,4.79,21,yago-pikachu,7,-0.25,1.0,1.0,1.0,,,8.0,8.0,5.0,4.0,16.0,,2.0,,,1.0,,,1.0,,
Luciano,Luciano,80287,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,16,4.98,Luciano da Rocha Neves,0.0,5,12.72,21,luciano,7,0.0,1.0,3.0,,,,8.0,19.0,6.0,9.0,25.0,,6.0,,,4.0,,1.0,1.0,,
Gilberto,Gilberto,80313,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,10,4.32,Gilberto Moraes Júnior,7.3,2,7.63,21,gilberto,7,-0.02,1.0,,,,,15.0,5.0,1.0,2.0,3.0,1.0,,,,1.0,,,,2.0,
Wendell,Wendell,80570,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,14,4.17,Wendell Nascimento Borges,0.0,2,8.29,21,wendell,7,0.0,3.0,4.0,,,,22.0,30.0,1.0,4.0,8.0,,,,,1.0,,,,3.0,
