"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"1.27","1","0.35","356","70","74","262","0.48","1.69","0.83"
"1.08","0.98","0.08","293","57","79","267","0.97","1.68","1.17"
"1.19","1.22","0.54","266","65","55","276","0.18","0.97","1.17"
"1.5","1.23","0.88","275","86","51","280","-0.57","1.08","0.62"
"1.4","0.71","0","263","57","68","264","0.44","1.61","0.84"
"0.68","1.32","-0.16","265","49","93","285","1.81","1.78","1.97"
"0.69","1.31","-0.15","290","81","76","292","-0.37","0.98","0.8"
"1.4","1.72","1.27","282","72","31","294","-0.53","0.52","1.33"
"1.08","1.23","0.41","277","71","65","354","0.16","1.14","0.99"
"1.77","0.83","0.56","284","61","35","373","-0.57","0.76","0.88"
