"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"0.92","1.13","0.06","354","62","79","266","0.73","1.42","1.17"
"0.63","1.42","-0.16","290","77","83","263","0.1","1.12","0.96"
"1.18","1.31","0.63","284","62","72","276","1.04","1.51","1.36"
"0.79","1.21","-0.05","292","76","75","280","-0.06","1.12","0.86"
"1.11","1.63","0.85","262","80","62","264","0.12","1.06","1.02"
"0.82","1.22","0","267","60","87","285","1.16","1.67","1.34"
"1.07","2.06","1.14","282","91","66","265","-0.04","1.15","0.85"
"1.15","1.36","0.64","277","73","54","294","-0.12","0.9","1.03"
"0.97","1.27","0.3","275","51","64","356","0.81","0.98","1.79"
"1.2","0.73","-0.19","293","49","57","373","0.12","1","1.09"
